reporter,rep_vol,us_vol,name,page,year
Wheaton,18,31,Handly's Lessee v. Anthony,374,1820
Wheaton,18,31,La Amistad de Rues,385,1820
Wheaton,18,31,Lyle v. Rodgers,394,
Wheaton,18,31,United States v. Holmes,412,
Wheaton,18,31,Owings v. Speed,420,
Wheaton,18,31,Conn v. Penn,424,
Wheaton,18,31,Campbell v. Pratt,429,
Wheaton,18,31,The Atalanta,433,1820
Wheaton,18,31,United States v. Lancaster,434,
Wheaton,19,32,The Amiable Isabella,1,1821
Wheaton,19,32,Bussard v. Levering,102,1821
Wheaton,19,32,Lindenberger v. Beall,104,1821
Wheaton,19,32,Mechanics' Bank v. Withers,106,1821
Wheaton,19,32,Hopkins v. Lee,109,1821
Wheaton,19,32,Thatcher v. Powell,119,1821
Wheaton,19,32,Randolph v. Barbour,128,1821
Wheaton,19,32,Mayhew v. Thatcher,129,1821
Wheaton,19,32,Farmers' and Mechanics' Bank of Pennsylvania v. Smith,131,1821
Wheaton,19,32,United States v. Wilkins,135,1821
Wheaton,19,32,Young v. Bryan,146,1821
Wheaton,19,32,The Bello Corrunes,152,1821
Wheaton,19,32,Smith v. Universal Insurance Company,176,1821
Wheaton,19,32,The Robert Edwards,187,1821
Wheaton,19,32,The Nueva Anna,193,1821
Wheaton,19,32,The Collector,194,1821
Wheaton,19,32,Anderson v. Dunn,204,1821
Wheaton,19,32,La Conception,235,1821
Wheaton,19,32,Willinks v. Hollingsworth,240,1821
Wheaton,19,32,Green v. Watkins,260,1821
Wheaton,19,32,Cohens v. Virginia,264,1821
Wheaton,19,32,Gibbons v. Ogden,448,1821
Wheaton,19,32,Sullivan v. Fulton Steamboat Company,450,1821
Wheaton,19,32,The Jonquille,452,1821
Wheaton,19,32,Hughes v. Blake,453,1821
Wheaton,19,32,Bartle v. Coleman,475,1821
Wheaton,19,32,Prevost v. Gratz,481,1821
Wheaton,19,32,Bowie v. Henderson,514,1821
Wheaton,19,32,Spring v. South Carolina Insurance Company,519,1821
Wheaton,19,32,United States v. Six Packages of Goods,520,1821
Wheaton,19,32,Brashier v. Gratz,528,1821
Wheaton,19,32,United States v. Daniel,542,1821
Wheaton,19,32,Kerr v. Watts,550,1821
Wheaton,19,32,Leeds v. Marine Insurance Company,565,1821
Wheaton,19,32,Union Bank v. Hyde,572,1821
Wheaton,19,32,Clark v. Graham,577,1821
Wheaton,19,32,Preston's Heirs v. Bowmar,580,1821
Wheaton,19,32,Otis v. Walter,583,1821
Wheaton,19,32,Goszler v. Town of Georgetown,593,1821
Wheaton,19,32,M'Clung v. Silliman,598,1821
Wheaton,19,32,Mutual Assurance Society v. Faxon,606,1821
