cluster_id,bucket,dedup_role,canonical_cluster_id,kinds,total_chars
2490201,KEEP,canonical,2490201,headnotes;headmatter,399
2490480,KEEP,canonical,2490480,headnotes;summary;headmatter,3606
2527082,KEEP,canonical,2527082,headnotes;summary;headmatter,27376
2620972,KEEP,canonical,2620972,headnotes;headmatter,281
2620973,KEEP,canonical,2620973,headnotes;summary;headmatter,2141
2620974,KEEP,canonical,2620974,headnotes;summary;headmatter,2307
2620975,KEEP,canonical,2620975,headnotes;headmatter,377
5819250,REVIEW,canonical,5819250,headnotes;summary,1031
6725725,REVIEW,canonical,6725725,headnotes,27
6725726,REVIEW,canonical,6725726,headnotes;summary,4129
6725727,REVIEW,canonical,6725727,headnotes;summary,6191
6725728,REVIEW,canonical,6725728,headnotes;summary,5344
6725729,REVIEW,canonical,6725729,headnotes;summary,11041
6725730,REVIEW,canonical,6725730,headnotes;summary,3343
6725732,REVIEW,canonical,6725732,headnotes;summary,742
6725733,REVIEW,canonical,6725733,headnotes;summary,512
6725735,REVIEW,canonical,6725735,headnotes;summary,13499
6725736,REVIEW,canonical,6725736,headnotes;summary,324
6725738,REVIEW,canonical,6725738,headnotes;summary,15353
6725739,REVIEW,canonical,6725739,headnotes;summary,4749
6725741,REVIEW,canonical,6725741,headnotes;summary,6980
6726196,KEEP,canonical,6726196,headnotes;summary,449
6726198,KEEP,duplicate,2620814,headnotes;summary,581
6726199,KEEP,duplicate,84776,headnotes;summary;history,6705
6726201,KEEP,duplicate,84777,headnotes;summary,557
6726202,KEEP,canonical,6726202,headnotes;summary;history,6296
6726204,KEEP,duplicate,84778,headnotes;summary,14266
6726205,KEEP,duplicate,84779,headnotes;summary,1879
6726207,KEEP,duplicate,84780,headnotes;summary,17967
6726209,KEEP,duplicate,84781,headnotes;summary,13313
6726210,KEEP,duplicate,84783,headnotes;summary;history,2369
6726213,KEEP,duplicate,84784,headnotes;summary,25775
6726216,KEEP,duplicate,84785,headnotes;summary,16501
6726218,KEEP,canonical,6726218,headnotes;summary;history,4447
6726221,KEEP,canonical,6726221,headnotes;summary,941
6726222,KEEP,duplicate,84788,headnotes;summary,2272
6726223,KEEP,duplicate,84789,headnotes;summary,925
6726225,KEEP,canonical,6726225,headnotes;summary,11039
6726226,KEEP,duplicate,84791,headnotes;summary;history,1352
6726229,KEEP,duplicate,2620816,headnotes;summary,796
6726230,KEEP,duplicate,2620815,headnotes,165
6726231,KEEP,duplicate,84792,headnotes;summary,6372
6726233,KEEP,duplicate,84797,headnotes;summary,1692
6726235,KEEP,duplicate,84803,headnotes;summary,5224
6726237,KEEP,canonical,6726237,headnotes;summary,8462
6726239,KEEP,duplicate,84800,headnotes;summary,2026
6726241,KEEP,duplicate,84801,headnotes;summary,2492
6726243,KEEP,duplicate,84804,headnotes;summary,6425
6726245,KEEP,duplicate,84806,headnotes;summary,8725
6726246,KEEP,duplicate,84807,headnotes;summary,11776
6726248,KEEP,duplicate,84808,headnotes;summary,4710
6726249,KEEP,duplicate,84809,headnotes;summary,1282
6726250,KEEP,duplicate,2429586,headnotes;summary;disposition,355
6726254,KEEP,duplicate,84816,headnotes;summary,5294
6726255,KEEP,duplicate,84819,headnotes;summary,6922
6726257,KEEP,duplicate,84820,headnotes;summary,1094
6726258,KEEP,duplicate,84821,headnotes;summary,4134
6726262,KEEP,duplicate,84827,headnotes;summary,796
6726263,KEEP,duplicate,84828,headnotes;summary,5185
6726265,KEEP,duplicate,84830,headnotes;summary,3554
6726266,KEEP,duplicate,84832,headnotes;summary,6131
6726270,KEEP,duplicate,2429567,headnotes,161
6726273,KEEP,duplicate,2432524,headnotes;summary,312
6726275,KEEP,duplicate,84834,headnotes;summary,796
6726282,KEEP,duplicate,84841,headnotes;summary,2388
6726283,KEEP,duplicate,84843,headnotes;summary,4718
6726285,KEEP,duplicate,84845,headnotes;summary,871
6726287,KEEP,duplicate,84846,headnotes;summary,1289
6726294,KEEP,duplicate,84851,headnotes;summary,1617
6726300,KEEP,duplicate,84858,headnotes;summary,4858
6726301,KEEP,duplicate,84860,headnotes;summary,1995
6726303,KEEP,duplicate,84864,headnotes;summary,4105
6726305,KEEP,duplicate,84865,headnotes;summary,789
6726306,KEEP,duplicate,84866,headnotes;summary,2643
6726309,KEEP,duplicate,84868,headnotes;summary,3727
6726311,KEEP,duplicate,84872,headnotes;summary,2505
6726316,KEEP,duplicate,84874,headnotes;summary,762
6726317,KEEP,duplicate,84875,headnotes;summary,834
6726321,KEEP,duplicate,84878,headnotes;summary,6360
6726324,KEEP,duplicate,84881,headnotes;summary,664
6726328,KEEP,duplicate,84883,headnotes;summary,3692
6726334,KEEP,duplicate,84887,headnotes;summary,6885
6726337,KEEP,duplicate,84891,headnotes;summary,6829
6726342,KEEP,duplicate,84893,headnotes;summary,7221
6726346,KEEP,duplicate,84895,headnotes;summary,12658
6726353,KEEP,duplicate,84900,headnotes;summary,19092
6726354,KEEP,duplicate,84901,headnotes;summary,6311
6726359,KEEP,duplicate,84904,headnotes;summary,7640
6726364,KEEP,duplicate,84906,headnotes;summary,743
6726367,KEEP,duplicate,84909,headnotes;summary,1010
6726371,KEEP,duplicate,84910,headnotes;summary,1229
6726381,KEEP,duplicate,84917,headnotes;summary,2142
6726383,KEEP,duplicate,84918,headnotes;summary,12091
6726388,KEEP,duplicate,84920,headnotes;summary,5989
6726390,KEEP,duplicate,84922,headnotes;summary,3021
6726392,KEEP,duplicate,84923,headnotes;summary,6218
6726393,KEEP,duplicate,84924,headnotes;summary,6668
6726395,KEEP,duplicate,84925,headnotes;summary,2591
6726398,KEEP,duplicate,84930,headnotes;summary,1434
6726402,KEEP,duplicate,84934,headnotes;summary,920
6726405,KEEP,duplicate,84937,headnotes;summary,3457
6726407,KEEP,duplicate,84939,headnotes;summary,3284
6726408,KEEP,duplicate,84940,headnotes;summary,6355
6726411,KEEP,duplicate,84943,headnotes;summary,2771
6726413,KEEP,duplicate,84945,headnotes;summary,4368
6726415,KEEP,duplicate,84948,headnotes;summary,1262
6726419,KEEP,duplicate,84950,headnotes;summary,1635
6726426,KEEP,duplicate,84958,headnotes;summary,2759
6726427,KEEP,duplicate,84959,headnotes;summary,2646
6726428,KEEP,duplicate,84960,headnotes;summary,1399
6726429,KEEP,duplicate,84961,headnotes;summary,3827
6726432,KEEP,duplicate,84964,headnotes;summary,358
6726435,KEEP,duplicate,84966,headnotes;summary,5967
6726439,KEEP,duplicate,2490153,headnotes,217
6726442,KEEP,duplicate,84975,headnotes;summary,1052
6726443,KEEP,duplicate,84976,headnotes;summary,4356
6726446,KEEP,duplicate,84980,headnotes;summary,6978
6726452,KEEP,duplicate,84984,headnotes;summary,4698
6726453,KEEP,duplicate,84985,headnotes;summary,9719
6726456,KEEP,duplicate,84987,headnotes;summary,12750
6726457,KEEP,duplicate,84988,headnotes;summary,5852
6726460,KEEP,duplicate,84990,headnotes;summary,16458
6726463,KEEP,duplicate,84992,headnotes;summary,61493
6726470,KEEP,duplicate,84995,headnotes;summary,1055
6726471,KEEP,duplicate,84996,headnotes;summary,1073
6726473,KEEP,duplicate,84997,headnotes;summary,3291
6726475,KEEP,duplicate,84998,headnotes;summary,6706
6726477,KEEP,duplicate,85000,headnotes;summary,1539
6726485,KEEP,duplicate,85008,headnotes;summary,1585
6726488,KEEP,duplicate,85010,headnotes;summary,2405
6726489,KEEP,duplicate,85011,headnotes;summary,4431
6726495,KEEP,duplicate,85016,headnotes;summary,10703
6726496,KEEP,duplicate,85018,headnotes;summary,4846
6726499,KEEP,duplicate,85020,headnotes;summary,10892
6726501,KEEP,duplicate,85023,headnotes;summary,6042
6726503,KEEP,canonical,6726503,headnotes;summary,18759
6726509,KEEP,duplicate,85031,headnotes;summary,8295
6726511,KEEP,duplicate,85036,headnotes;summary,26201
6726514,KEEP,duplicate,85041,headnotes;summary,26140
6726518,KEEP,duplicate,85044,headnotes;summary,3424
6726521,KEEP,duplicate,85046,headnotes;summary,5257
6726523,KEEP,duplicate,85047,headnotes;summary,3810
6726528,KEEP,duplicate,85051,headnotes;summary,2580
6726529,KEEP,duplicate,85053,headnotes;summary,3162
6726534,KEEP,canonical,6726534,headnotes;summary,5042
6726536,KEEP,duplicate,85060,headnotes;summary,6632
6726540,KEEP,canonical,6726540,headnotes;summary,3242
6726549,KEEP,duplicate,1394601,headnotes;summary,278
6726550,KEEP,duplicate,1394601,headnotes;summary,2742
6726553,KEEP,duplicate,85075,headnotes;summary,3390
6726565,KEEP,canonical,6726565,headnotes;summary,4628
6726567,KEEP,duplicate,85087,headnotes;summary,9425
6726577,KEEP,duplicate,85137,headnotes;summary,8163
6726583,KEEP,duplicate,85147,headnotes;summary,2071
6726620,KEEP,duplicate,85187,headnotes;summary,10565
6726622,KEEP,duplicate,85188,headnotes;summary,15710
6726627,KEEP,duplicate,85193,headnotes;summary,14874
6726642,KEEP,duplicate,85211,headnotes;summary,612
6726649,KEEP,duplicate,85251,headnotes;summary,11334
6726651,KEEP,duplicate,85252,headnotes;summary,107
6726654,KEEP,duplicate,85253,headnotes;summary,1995
6726657,KEEP,duplicate,85256,headnotes;summary,988
6726658,KEEP,duplicate,85257,headnotes;summary,1120
6726660,KEEP,duplicate,85258,headnotes;summary,720
6726662,KEEP,duplicate,85260,headnotes;summary,1169
6726664,KEEP,duplicate,85261,headnotes;summary,5379
6726666,KEEP,duplicate,85262,headnotes;summary,2711
6726669,KEEP,duplicate,85263,headnotes;summary,3648
6726673,KEEP,duplicate,85265,headnotes;summary,1162
6726675,KEEP,duplicate,85267,headnotes;summary,4228
6726678,KEEP,duplicate,85268,headnotes;summary,10125
6726679,KEEP,duplicate,85269,headnotes;summary,10528
6726683,KEEP,canonical,6726683,headnotes;summary,3010
6726687,KEEP,duplicate,85273,headnotes;summary,2413
6726689,KEEP,canonical,6726689,headnotes;summary,11588
6726692,KEEP,duplicate,85275,headnotes;summary,10195
6726696,KEEP,duplicate,85276,headnotes;summary,5456
6726698,KEEP,duplicate,85277,headnotes;summary,3914
6726700,KEEP,canonical,6726700,headnotes;summary,3923
6726707,KEEP,duplicate,85282,headnotes;summary,54315
6726712,KEEP,duplicate,85284,headnotes;summary,2597
6726714,KEEP,duplicate,85285,headnotes,1090
6726722,KEEP,duplicate,85289,headnotes;summary,2617
6726729,KEEP,duplicate,85291,headnotes;summary,3357
6726733,KEEP,duplicate,85292,headnotes,856
6726735,KEEP,duplicate,85293,headnotes;summary,8279
6726736,KEEP,duplicate,85294,headnotes;summary,1051
6726739,KEEP,duplicate,85297,headnotes,926
6726740,KEEP,canonical,6726740,headnotes;summary,9300
6726741,KEEP,duplicate,85299,headnotes;summary,8751
6726743,KEEP,duplicate,85300,headnotes,1496
6726748,KEEP,duplicate,85303,headnotes;summary,8364
6726750,KEEP,duplicate,85304,headnotes;summary,5788
6726751,KEEP,duplicate,85305,headnotes,473
6726753,KEEP,duplicate,85306,headnotes,414
6726755,KEEP,duplicate,85307,headnotes,86
6726757,KEEP,duplicate,85309,headnotes;summary,625
8403131,KEEP,duplicate,84757,headnotes;summary,13563
8403132,KEEP,duplicate,84758,headnotes;summary,26897
8403133,KEEP,duplicate,84762,headnotes;summary,5224
8403134,KEEP,duplicate,84766,headnotes;summary,47762
8403135,KEEP,duplicate,84773,headnotes;summary,21486
8403136,KEEP,duplicate,2620768,headnotes;summary,1168
8403137,KEEP,duplicate,2620770,headnotes;summary,2782
8403138,KEEP,duplicate,85101,headnotes;summary,33706
8403139,KEEP,duplicate,85125,headnotes;summary,27505
8403272,REVIEW,canonical,8403272,summary,223
8403274,REVIEW,duplicate,8403273,summary,178
8403275,REVIEW,canonical,8403275,summary,230
8403276,REVIEW,canonical,8403276,summary,150988
8403277,REVIEW,canonical,8403277,summary,9637
8403278,REVIEW,canonical,8403278,summary,15159
8403279,REVIEW,canonical,8403279,summary,10263
8403280,REVIEW,canonical,8403280,summary,10630
8403281,REVIEW,canonical,8403281,summary,1058
8403282,REVIEW,canonical,8403282,summary,24191
8403283,REVIEW,canonical,8403283,summary,3000
8403284,REVIEW,canonical,8403284,summary,32300
8403285,REVIEW,canonical,8403285,summary,9820
8403286,REVIEW,canonical,8403286,summary,3916
8403287,REVIEW,canonical,8403287,summary,2451
8403288,REVIEW,canonical,8403288,summary,24232
8403289,REVIEW,canonical,8403289,headnotes;summary,3350
8403290,REVIEW,canonical,8403290,summary,202
8403291,REVIEW,canonical,8403291,summary,11173
8403389,KEEP,duplicate,85214,headnotes;summary,49962
8403390,KEEP,duplicate,85216,headnotes;summary,936
8403391,KEEP,duplicate,85217,headnotes;summary,439
8403392,KEEP,duplicate,85218,headnotes;summary,459
8403393,KEEP,duplicate,1101108,headnotes;summary,11985
8403394,KEEP,duplicate,85220,headnotes;summary,64912
8403395,KEEP,duplicate,85223,headnotes;summary,11036
8403396,KEEP,duplicate,85225,headnotes;summary,3748
8403397,KEEP,duplicate,85226,headnotes;summary,3134
8403398,KEEP,duplicate,85227,headnotes;summary,10965
8403399,KEEP,duplicate,85229,headnotes;summary,691
8403400,KEEP,duplicate,85231,headnotes;summary,1120
8403401,KEEP,duplicate,85232,headnotes;summary,94643
8403402,KEEP,duplicate,85233,headnotes;summary,61629
8403403,KEEP,canonical,8403403,headnotes;summary,14407
8403404,KEEP,duplicate,85237,headnotes;summary,12317
8403405,KEEP,duplicate,85239,headnotes;summary,60378
8403406,KEEP,duplicate,85240,headnotes;summary,8304
8403407,KEEP,duplicate,85242,headnotes;summary,6226
8403408,KEEP,duplicate,85243,headnotes;summary,17323
8403409,KEEP,duplicate,85244,headnotes;summary,21499
8403410,KEEP,duplicate,85245,headnotes;summary,2807
8403411,KEEP,duplicate,85246,headnotes;summary,1315
8403412,KEEP,duplicate,85247,headnotes;summary,638
8403413,KEEP,duplicate,85248,headnotes;summary,627
8403414,KEEP,duplicate,85249,headnotes;summary,26659
8670059,KEEP,duplicate,84847,headnotes;summary,3295
